id,time_index,positive,strong,positive_pred1,strong_pred1
7036657145034623752,254,0,0,0.0557699584337846,0.2437670418393016
7036657145034623752,402,0,0,0.0373551440993469,0.0820864446581316
7036663289668963075,165,0,1,0.0946881095589853,0.2474423231066428
7036673300193348383,46,0,0,0.1637923861535896,0.6513571267854353
7036673300193348383,293,0,1,0.063121504902626,0.8968324970473607
7036673300193348383,615,0,0,0.1925109901202573,0.6929914423359675
7036694823852313352,567,0,0,0.0141952170627532,0.1012520196874099
7036694823852313352,579,0,0,0.0361623939662359,0.1937922045718117
7036694823852313352,774,0,0,0.0394015588020351,0.0547767267479944
7036698395343325984,134,0,1,0.1049025248653227,0.5348640520359899
7036698395343325984,301,0,0,0.0386234824708537,0.3427107642921093
7036698395343325984,820,0,1,0.3301458649642205,0.4771118568937697
7036698395343325984,868,0,0,0.0564654746644006,0.0981764853392009
7036698395343325984,1179,0,1,0.039005149477685,0.038518742884549
7036717416977664771,452,0,0,0.0440289101182491,0.3532318659289769
7036717416977664771,792,0,0,0.0176181728492706,0.2905018539354114
7036719749409229571,326,0,0,0.020438546834592,0.4013413356767991
7036719749409229571,449,0,0,0.0767266683198234,0.2726208094728548
7036719749409229571,652,0,0,0.0249586903526149,0.5611504915401531
7036719749409229571,753,0,0,0.0352979197776832,0.3736360407052888
7036719749409229571,790,0,0,0.0246175609740333,0.0954823928831057
7036719749409229571,1323,0,1,0.0955631437625766,0.4460958749735952
7036922421265369896,571,0,1,0.0045009278196523,0.0745814025851292
7036929561187191583,200,0,0,0.0303118706963834,0.057459827334995
7036929561187191583,398,0,0,0.0111964397854979,0.1436145554929967
7036933634569308961,126,0,0,0.0132108816042876,0.0193822995705072
7036933634569308961,170,0,0,0.01362392505638,0.0013238826701603
7036933634569308961,310,0,0,0.0004238055886092,0.0115456778859515
7036933634569308961,340,0,0,0.0802016854283135,0.1219240671679957
7036933634569308961,485,0,0,0.0328962947636559,0.0413036727709769
7036933634569308961,562,0,0,0.003275105923134,0.0818448382169557
7036934698248981286,11,0,0,0.0325366251247293,0.0357027963172511
7036934698248981286,328,0,0,0.0479452345038483,0.1090226665415095
7036934698248981286,756,0,0,0.0278091596942913,0.1143672244071215
7036943171804302116,115,0,0,0.0242623569032188,0.2470461525739813
7036943171804302116,348,0,1,0.0287095604074254,0.2584889852017995
7036943171804302116,526,0,1,0.0342808970200257,0.3384759799533394
7036943171804302116,1233,0,1,0.0650217148704625,0.3419730589431425
7036945459239324452,199,0,0,0.0392544058622533,0.0474766917668801
7036949407589239593,51,0,0,0.0492394360412004,0.0637564486822739
7036949479664192286,34,0,0,0.0005169573411908,0.0022787582797008
7036949479664192286,420,0,0,0.015883270055257,0.1141204309638371
7036949479664192286,850,0,0,0.0455839615800232,0.0504015530862161
7036949479664192286,1029,0,0,0.0512912669914012,0.1316074753951197
7036949479664192286,1127,0,1,0.166642617378277,0.4845182417333936
7036949479664192286,1269,0,0,0.0292814592752931,0.1716403486108582
7036949479664192286,1365,0,0,0.05636627370819,0.0534000624308053
7036950086907104031,101,0,1,0.0926672626373986,0.2005001918399601
7036950086907104031,967,0,0,0.0001596853924579,0.0344732187002199
7036950086907104031,1114,0,0,0.0183355313697081,0.2475001555077326
7036950086907104031,1115,1,0,0.0187062255811225,0.3971177526427832
7036954646694349609,132,0,1,0.0320035677559551,0.3222817322562893
7036954646694349609,339,0,1,0.0914934158819523,0.6988149094727686
7036954646694349609,479,0,1,0.0222526530168131,0.0986058683720553
7036954646694349609,702,0,1,0.0605752799757524,0.3623151369117157
7036954646694349609,1050,0,1,0.0721163826420663,0.4596537898020088
7036954646694349609,1315,0,1,0.0671493113033066,0.3966281838553739
7036957882004376327,81,0,1,0.0764703117466384,0.3514924011213831
7036957882004376327,316,0,0,0.0599404994797516,0.0948607342434822
7036957882004376327,545,0,0,0.0425675900443289,0.0738346453175019
7036964662142831400,705,0,0,0.1669230975301413,0.6617903191113689
7036964662142831400,951,0,1,0.0604813284362543,0.5430684647265246
7036965167044758285,137,0,0,0.0470751167833805,0.1780144696559373
7036965167044758285,521,0,0,0.0345892890208381,0.1932815543440008
7036965167044758285,1056,0,1,0.0339488382836912,0.108598756129042
7036965206229699358,173,0,0,0.0400076269672791,0.0892131318829073
7036965206229699358,235,0,0,0.0261304668959653,0.0998741518000106
7036965775332559652,521,0,0,0.0004785932535623,0.0064835517075138
7036965775332559652,697,0,0,0.0054890935280275,0.0475812593373543
7036965775332559652,781,0,0,0.0139965991953677,0.0591618404936537
7036965775332559652,897,0,0,0.0132011923088542,0.13493574590556
7036973166232718121,176,0,1,0.0296252084567125,0.424273734169156
7036973166232718121,213,0,0,0.0041235647518079,0.4795569780060159
7036973166232718121,308,0,0,0.0546704483035393,0.4162474115328546
7036973166232718121,502,0,0,0.0568380816515286,0.428992000122276
7036973166232718121,527,0,0,0.0334296932380759,0.2065725917711618
7036973166232718121,634,0,0,0.0308667392004373,0.3263312712516268
7036973218963589925,590,0,0,0.0095873542358255,0.1035672478125379
7036973842195122952,16,0,0,0.0771751706137057,0.1131154246566646
7036973842195122952,301,0,1,0.0401304239508014,0.2245996099656922
7036973842195122952,535,1,0,0.1043117338527165,0.1868255869858357
7036973842195122952,760,0,0,0.0203126707432904,0.2776306432260828
7036975165607103266,15,0,0,0.0496714231624728,0.0916919021674374
7036975165607103266,89,0,0,0.0258870850892792,0.0257540963563266
7036980826885688072,12,0,0,0.0371537154974517,0.0859142025206539
7036980826885688072,336,0,1,0.0447195664609511,0.6797725304335581
7036980826885688072,587,0,0,0.0301081239854313,0.0951678916819159
7036980826885688072,741,0,0,0.0460536689561441,0.0570327420780172
7036984569333156623,77,0,0,0.0338271235707517,0.0548417303795098
7036984569333156623,266,0,0,0.0402062912071614,0.0975634041178859
7036992628332071694,911,0,0,0.1039729564877767,0.0559167881174079
7036992628332071694,1348,1,0,0.1179823677714052,0.135822067162724
7036995977563409166,311,0,0,0.0294685012240137,0.14873497657617
7036995977563409166,674,0,1,0.0361774704844911,0.0604852064815352
7036995977563409166,900,0,0,0.0620011288785411,0.091438913522643
7036995977563409166,984,0,0,0.040159956069188,0.0917905299144408
7036996239992343307,163,0,0,0.0631740495558341,0.0298934934791078
7036996239992343307,260,0,0,0.0736741293539015,0.0671602309876517
7036996239992343307,468,0,0,0.0590966891930471,0.1662242930463565
7036996260263447331,383,0,0,0.1347335121006513,0.0374936495648382
7036996260263447331,446,0,1,0.093596185036683,0.086765538791226
7036996260263447331,904,0,0,0.143067313918675,0.0476864620433174
7036997298580245287,397,0,0,0.0577745493893976,0.286746152847169
7036997298580245287,467,0,0,0.0243020865034741,0.1122562245165185
7036997779104779041,946,0,0,0.0329953450859191,0.2104544480603463
7037003548730739497,833,0,0,0.0245443296141054,0.0620672390704162
7037003548730739497,972,0,0,0.0229541797880896,0.051037175565239
7037011237128932109,4,0,0,0.0575641291349202,0.189741097499774
7037011237128932109,147,0,0,0.0333473427717787,0.0480554477206021
7037011237128932109,204,0,0,0.0422247795557759,0.397275320426552
7037011674523585280,810,0,0,0.0673635136898205,0.261731495678948
7037011900344896268,224,0,0,0.123762575373936,0.1103805726559142
7037014300284013326,180,0,1,0.0238484136045918,0.1360934492544425
7037020294048959245,198,0,0,0.0350190697193467,0.1271427980698248
7037020294048959245,657,0,0,0.0091281662281819,0.0094615972074134
7037020294048959245,792,0,0,0.0049348788129332,0.0003768505432208
7037026088010222351,294,0,0,2.352179749510552e-05,0.0057372843444762
7037026088010222351,568,0,0,0.0019266522505781,0.0001203212201463
7037026088010222351,969,0,0,0.0033101019397929,5.305871828767324e-05
7037027509141031710,389,0,0,0.0303036696003155,0.0908486999123731
7037027509141031710,1279,0,0,0.0305356172611541,0.2946571813777675
7037027509141031710,1318,0,0,0.1318727472718516,0.3424792402692354
7037027509141031710,1321,0,0,0.077097180391726,0.2027924327471152
7037028666458540833,151,0,0,0.0251617758316105,0.088258586448566
7037029594968820521,378,0,0,0.0806248789750887,0.3992136760901442
7037029594968820521,561,0,0,0.0345324269958408,0.2171414496464939
7037029594968820521,639,0,0,0.0083249098894288,0.1809978828186618
7037033201814276905,264,0,0,0.0463201523553313,0.1554376072829315
7037033201814276905,442,0,0,0.0394844513441833,0.048064445125161
7037037569284344587,209,0,0,0.0428036166711019,0.0571602149151406
7037037569284344587,253,0,0,0.0266999059669155,0.1310794976181568
7037037569284344587,327,0,0,0.028571389441,0.0809263405418187
7037037569284344587,382,0,0,0.0654859657355039,0.4063382179782637
7037041871230618368,208,0,0,0.0497333529484151,0.0874027483004499
7037041871230618368,514,0,0,0.095544252521359,0.224549705766154
7037043129429560078,1014,0,0,0.0583629181656959,0.4445477671052463
7037050666191604517,72,0,0,0.0408144453340717,0.26790097168094
7037050666191604517,712,0,0,0.0244142605478817,0.0407873782090303
7037050666191604517,1135,0,0,0.0486607226714508,0.2182387475585994
7037058388513016579,365,0,0,0.0342112149076947,0.1125277666211062
7037058388513016579,399,0,0,0.0453388848701782,0.0907049806897285
7037064709841259304,97,1,0,0.0978012738719021,0.0942176424870873
7037066714978339621,467,0,0,0.0411444376656095,0.0554508168228323
7037066714978339621,503,0,0,0.0724059072010452,0.1230469757014275
7037066714978339621,829,0,0,0.0299542489198204,0.057375246696669
7037071760525036300,413,0,0,0.001451754379609,0.1935507717699021
7037071760525036300,971,0,0,0.0473450902346892,0.2792023715965941
7037093296555969284,107,0,0,0.0174973012210786,0.0103108091991104
7037093296555969284,141,0,0,0.0026179711608298,0.0012189556303552
7037093296555969284,556,0,0,0.0086752763761708,0.0209344117334128
7037105068655184680,536,0,0,0.0619586175455758,0.4107116982424939
7037105068655184680,810,0,0,0.0350428156832469,0.1801976950892968
7037105068655184680,863,0,1,0.0423101693638531,0.0336675035170551
7037105068655184680,922,0,0,0.1814220178107006,0.2042040721483807
7037105068655184680,1122,1,1,0.0502938142364754,0.0603377170643505
7037131593177172748,29,0,0,0.0016897430516299,0.0017922954116322
7037289365000719112,765,0,1,0.0250288247412707,0.2625044217992526
7037289365000719112,1056,0,1,0.0451884861993606,0.1470579571854759
7037294817201703717,870,0,0,0.0406691800671898,0.0659489875011738
7037294817201703717,977,0,0,0.0250333643866648,0.0273553493834759
7037294817201703717,1097,1,0,0.0265329886210426,0.020125977620614
7037296060611463951,529,0,0,0.0304133534719648,0.059669806537479
7037298913962986253,317,0,1,0.0866048327543379,0.1398279669041617
7037298913962986253,348,0,0,0.0252324675820048,0.084683851842255
7037298913962986253,1035,0,0,0.1009649663942885,0.0673803615470372
7037298913962986253,1120,0,0,0.0348773656383669,0.0679205872818027
7037298913962986253,1327,0,0,0.1224678008205293,0.1123534542572804
7037305284741974787,212,0,0,0.0831324027340383,0.3827592935480905
7037305284741974787,691,0,0,0.0851399604227298,0.220457755976846
7037305284741974787,990,0,0,0.0356115015188029,0.0883642981928334
7037305284741974787,1167,0,0,0.0849731066535769,0.180622069299878
7037319426567408425,395,0,0,0.0417304199475343,0.0909192669656589
7037319426567408425,646,0,0,0.0257237060123585,0.0241113241050422
7037319426567408425,705,0,0,0.0438415561015007,0.0643292201811739
7037321086178462495,1030,0,0,0.0391320681309773,0.1655976906712567
7037321466144115492,172,0,0,0.0449023575442864,0.2323857088734782
7037321466144115492,490,0,0,0.0180915575453568,0.3643706491157057
7037321466144115492,636,0,0,0.0082696170627342,0.6090152064548361
7037321466144115492,938,0,0,0.0277716814947166,0.593367451525724
7037322728709294884,73,0,0,0.0491433386536025,0.1863971021621859
7037322728709294884,105,0,0,0.021038568337717,0.1635536466343678
7037322728709294884,622,0,0,0.0325031949390918,0.2283520787813114
7037322728709294884,705,0,0,0.0154509119583722,0.3587193589020597
7037328424310000416,136,0,0,0.0751498885748652,0.2781783633541715
7037340155183287053,150,0,0,0.0617272418577143,0.0902141242961635
7037340155183287053,216,0,0,0.0010332856595425,0.223985002890956
7037340155183287053,443,0,0,0.0013134865469775,0.0181500469994018
7037340155183287053,647,0,0,0.0011942796205005,0.0047137327971385
7037340155183287053,833,0,0,0.0001746669430471,0.0114814566064404
7037340155183287053,902,0,0,0.0053339954127044,0.0011614514922826
7037343996967963423,512,0,0,0.0742072917607566,0.1358818021238734
7037343996967963423,620,0,0,0.0106173021722883,0.0306498510992706
7037343996967963423,808,0,0,0.0872815315221616,0.073240501390041
7037345580976196352,61,0,0,0.0287658271821782,0.5012075031835465
7037345580976196352,664,0,0,0.1232918830073294,0.2087795964393977
7037347093144472335,247,0,1,0.0621409202007154,0.3511649944658757
7037347093144472335,430,0,1,0.0161555975735564,0.3399976912671326
7037351694607993641,213,0,0,0.0243882424049881,0.1266874140270638
7037351694607993641,523,0,0,0.0248477879611287,0.2300434615898671
7037352031190862623,274,0,0,0.0177545912984857,0.1505288199567636
7037360628064422656,638,0,0,0.0196763295758513,0.3411220213598853
7037364770244610846,72,0,0,0.0293428761511224,0.020116796344977
7037364770244610846,130,0,0,0.0267167195295066,0.0487529888552362
7037367014004263712,234,0,0,0.053534700002595,0.0846076018236922
7037368119240772367,34,0,0,0.0178541941908027,0.110961656243961
7037368119240772367,134,0,0,0.0152470740159859,0.0150914437560423
7037368119240772367,198,0,0,0.0194395812122837,0.2516156550876298
7037371025298885407,191,0,0,0.0205264993566889,0.1045620835949298
7037374262331689768,26,0,0,0.0357093341741998,0.1373616916968734
7037374262331689768,124,0,0,0.0448137158073264,0.1953983018481325
7037382232234806031,57,0,0,0.0258934574068154,0.0304064827836505
7037382232234806031,528,0,0,0.0485323956880347,0.0759010642961968
7037382232234806031,532,0,0,0.0367649271089955,0.0473297524364191
7037382442860546846,350,0,0,0.05067559491551,0.0694734944455355
7037382442860546846,1285,0,0,0.0301933092366013,0.0329353489876963
7037382864006040324,192,0,1,0.0381731751971445,0.1714429435431416
7037390314411248391,140,1,1,0.0248261323691801,0.1174437651929568
7037390314411248391,474,0,1,0.0144887164240456,0.2885103767365111
7037390314411248391,503,0,0,0.0820255485136203,0.6174500556911587
7037398554948078340,2,0,0,0.0331437748799231,0.1454889987668733
7037398692277848846,362,0,0,0.0404264650792805,0.0730713055527283
7037398692277848846,389,0,0,0.0361990216510232,0.0640861463930751
7037405979839187725,744,0,0,0.1041255648364333,0.171442371031312
7037405979839187725,1292,0,0,0.0391233946008989,0.0653654858409702
7037407988600064772,17,0,0,0.0246251592966443,0.0316794055604846
7037407988600064772,140,0,0,0.0346888545867082,0.1397338342572935
7037407988600064772,757,0,0,0.0719181564571716,0.1220840720167798
7037407988600064772,867,0,0,0.0636762331523823,0.1379946073848645
7037407988600064772,875,0,0,0.0549844038157604,0.1484714703549009
7037411849284930334,106,0,0,0.0827430522688015,0.2531432376942923
7037411849284930334,301,0,1,0.0587303115477562,0.2437083008351763
7037411849284930334,756,0,0,0.0699203258989692,0.2012708909435761
7037415011555363598,101,0,0,0.0222690792229186,0.4082528300865518
7037415011555363598,167,0,1,0.0059840292741543,0.8815371386457662
7037415011555363598,218,0,0,0.0121052217000701,0.2225291623574072
7037415011555363598,767,0,0,0.0376082934838247,0.0401638244043079
7037424764109425444,253,0,0,0.0676478161332838,0.4770296455728243
7037424764109425444,317,0,0,0.0316823482774545,0.1067184578981272
7037424764109425444,614,0,0,0.0528768263936398,0.2167327364001415
7037429266077797132,1302,1,0,0.0545556657348205,0.043689823695972
7037437256482687748,133,0,0,0.1522583100096903,0.3526055569521332
7037437256482687748,488,0,0,0.0309294594083004,0.3299691584864308
7037440098840939264,240,0,0,0.0326037375414916,0.1495860216875953
7037440098840939264,443,0,0,0.0270815469802869,0.0941827630836437
7037444977035266829,218,0,0,0.0199987141955859,0.1390654183384211
7037444977035266829,639,0,0,0.0507009888458183,0.1318317123129278
7037444977035266829,667,0,0,0.0707902825500642,0.1452374045580112
7037444977035266829,679,0,0,0.0214905137312597,0.2877223716025084
7037461298007198468,166,0,0,0.0478275063905955,0.2441891193499698
7037461298007198468,330,0,1,0.0163239219818609,0.3500768082662506
7037461298007198468,364,0,1,0.0539090051548022,0.4899122213710949
7037461298007198468,865,0,1,0.0368646110610035,0.1489145013056771
7037461298007198468,1138,0,0,0.0357767746329995,0.0342468891429383
7037465331598920484,596,0,0,0.0309914399832856,0.2932972437194914
7037487747879471875,449,0,1,0.0003834952194092,0.0895870834953361
7037665930155248391,475,0,0,0.0423308712734402,0.0500662817983583
7037665930155248391,718,0,0,0.0309112310636283,0.0339319504170502
7037665930155248391,727,0,0,0.0614716387204906,0.2477623147860926
7037668953698618120,304,0,0,0.1407911398103932,0.0731917829648458
7037668953698618120,322,0,0,0.0722115516089208,0.0342037388866809
7037668953698618120,336,0,0,0.0742077728960451,0.0504524841149548
7037668953698618120,799,0,0,0.1074835133921642,0.0875076293074602
7037677542911773444,94,0,0,0.0382284078066316,0.2815106825203789
7037677542911773444,149,0,0,0.0064719199067658,0.0151221087927692
7037677542911773444,520,0,0,0.0163190685802957,0.0541378161681348
7037677542911773444,578,0,0,0.036034569556985,0.1280838443328346
7037677542911773444,868,0,0,0.059576859582817,0.0626199207753261
7037677542911773444,1361,0,0,0.0322266241092837,0.1145335725847851
7037685102293404448,516,0,0,0.0379586411401156,0.0461158803512686
7037692519110478624,71,0,0,0.126889109535464,0.0761603607129229
7037692519110478624,149,0,0,0.0733315033141042,0.0782844991661384
7037692519110478624,502,1,0,0.0791113171618673,0.0668789425441342
7037692519110478624,786,0,0,0.0632304418324555,0.1009642221553305
7037692519110478624,1112,0,0,0.103802068962878,0.1107706372105395
7037692519110478624,1183,0,0,0.0217489036129426,0.0476205553624287
7037696080863365901,602,0,0,0.0573457434804063,0.2022913966797648
7037699982610221839,2,0,0,0.0170270869994116,0.4338296936157369
7037699982610221839,519,0,0,0.1172652684987586,0.2267637725820778
7037699982610221839,784,1,0,0.1499034642107457,0.3822301633813325
7037707111169575710,131,0,0,0.0320124335462458,0.1266048611075431
7037707111169575710,304,0,0,0.0168448410380212,0.026005257148565
7037707111169575710,648,0,0,0.0049858130585986,0.0647394514037065
7037707111169575710,742,0,0,0.0505975433094171,0.1462955365908917
7037707111169575710,857,0,0,2.320987279874403e-05,0.1609426264075474
7037707111169575710,1038,0,0,0.0012126148341534,0.0187076395242588
7037707121936370444,180,0,0,0.0341028543158071,0.0463334047324718
7037707121936370444,286,0,0,0.039668930939074,0.1513004304915512
7037707121936370444,537,0,1,0.0492238620787911,0.1570708233250943
7037707121936370444,630,0,0,0.0453640088585107,0.1411233801195177
7037707121936370444,860,0,0,0.0494538066088041,0.1242924699172913
7037709605576690473,183,0,1,0.0955320397888777,0.6880372546021536
7037709605576690473,202,0,1,0.1974329717382167,0.8385337211475186
7037709605576690473,608,1,1,0.3027731991913522,0.5407278016814553
7037709605576690473,845,0,1,0.032742943600246,0.5115175904581893
7037709605576690473,992,1,1,0.1835207207440076,0.6483899215622562
7037709605576690473,1002,0,1,0.1846589144720105,0.8167463041984052
7037709605576690473,1181,0,1,0.4043649816002303,0.6112957193190787
7037724640018041614,307,0,0,0.1047567148718749,0.077985801986981
7037724640018041614,352,0,0,0.0393520318784151,0.0460261550591392
7037724640018041614,568,0,0,0.0363445490907204,0.1370817720864503
7037728998545230629,295,0,0,0.0210435876136918,0.3130118936339898
7037728998545230629,331,0,0,0.0315079905550614,0.0434921739381972
7037731301016849156,178,0,0,0.0729801923208802,0.5555833819595056
7037731301016849156,271,0,0,0.0623356467588222,0.0772811593681998
7037731301016849156,517,0,1,0.0630548352764081,0.1750471216013939
7037733515307371276,50,0,0,0.0216558318422003,0.0235327862521209
7037733515307371276,475,0,0,0.0304990868648868,0.0434224570301351
7037737593966054185,999,0,0,0.1317749482301398,0.0752538772491676
7037738590566091561,947,0,1,0.1515023718229728,0.374251946057425
7037738633645935371,145,0,0,0.0815252085539063,0.1755068542823718
7037738633645935371,569,0,0,0.0158858449257733,0.0707905066136544
7037738633645935371,598,0,0,0.0127473945302322,0.0885406574816843
7037746302985587463,442,0,1,0.0149974487214399,0.2419921004997441
7037753930591341316,947,0,0,0.0083767800241854,0.3117420756686511
7037753930591341316,1023,0,1,0.0737636835734192,0.1672955650271822
7037758089336081188,58,0,0,0.0325894597731076,0.1303670169975473
7037758089336081188,69,0,0,0.0520473701063852,0.0702696092217013
7037761335744793351,293,0,0,0.0182412893240853,0.2825663007018055
7037761335744793351,454,0,0,0.0460525469172983,0.2058202233707003
7037761335744793351,531,0,0,0.062672145183493,0.2834741429735348
7037761431453944580,604,0,0,0.138857008873647,0.0524241673707893
7037761431453944580,615,0,0,0.1480489942652038,0.1069544178102231
7037766017459850024,181,0,0,0.0299593001134923,0.2350854652392039
7037766017459850024,647,0,0,0.1059939634322519,0.3845574808364678
7037766017459850024,1093,0,0,0.055586932350262,0.1297988253330253
7037780087080520486,133,0,0,0.1069439054378714,0.2798633735993408
7037780087080520486,1066,0,1,0.0738175804224747,0.647780612899727
7037780087080520486,1256,0,1,0.0665371797984986,0.21590996668798
7037780087080520486,1366,0,1,0.0310492498648088,0.2770968606126026
7037783255596157732,194,0,0,0.0385285253423027,0.0519348767097278
7037783255596157732,688,0,0,0.047694619333626,0.0253874638648648
7037783255596157732,804,0,0,0.0283981656113232,0.1104064176665126
7037785196934007567,670,0,0,0.0469055261213375,0.3151176754409652
7037787483970505506,336,0,0,0.0285784425933274,0.297049713440293
7037787483970505506,402,0,0,0.1823622507763126,0.177824240800651
7037787483970505506,528,0,0,0.123661030168645,0.0651245359428981
7037787483970505506,753,0,0,0.0717889839061772,0.0675430581338387
7037811907814181667,181,0,0,0.2337508258319948,0.5479379213486175
7037811907814181667,255,0,0,0.017739776403187,0.5544010376257179
7037811907814181667,461,0,0,0.0046837823821225,0.4962813012415502
7037811907814181667,527,0,0,0.0090663355104327,0.5152408028705336
7037812690097654543,425,0,0,0.0018047849915611,0.0180800901621689
7037818716218051365,423,0,1,0.0036299650442662,0.0469962601674778
7037818716218051365,529,0,1,0.0252593915918895,0.1334758149065743
